"","ID","CC1","CC2","CC3","CC4","CC5","CC6","Exp1.CC1","Exp1.CC2","Exp1.CC3","X1_Exp1.Test.Jump","X2_Exp1.Test.Jump","X3_Exp1.Test.Jump","X4_Exp1.Test.Jump","X5_Exp1.Test.Jump","X6_Exp1.Test.Jump","X7_Exp1.Test.Jump","X1_Exp1.Test.Fall","X2_Exp1.Test.Fall","X3_Exp1.Test.Fall","X4_Exp1.Test.Fall","X5_Exp1.Test.Fall","X6_Exp1.Test.Fall","X7_Exp1.Test.Fall","Exp2.CC1","Exp2.CC2","Exp2.CC3","X1_Exp2.Test","X2_Exp2.Test","X3_Exp2.Test","X4_Exp2.Test","X5_Exp2.Test","X6_Exp2.Test","X7_Exp2.Test","Exp3.CC1","Exp3.CC2","Exp3.CC3","X1_Exp3.Test","X2_Exp3.Test","X3_Exp3.Test","X4_Exp3.Test","X5_Exp3.Test","Exp4.CC1","Exp4.CC2","Exp4.CC3","X1_Exp4.Test","X2_Exp4.Test","X3_Exp4.Test","X4_Exp4.Test","X5_Exp4.Test","X6_Exp4.Test","X7_Exp4.Test","AC","AC_check","Age","Sex","Order_Exps1","Order_Exp2","Order_Exp3","Order_Exp4","Order_Exps","Version","Duration","group","Age_Months","Age_Years"
"100","100","deeper","deeper","deeper","No!","No!","Figure out which ones she likes.",71,51,0,62,60,67,70,68,63,66,35,40,27,21,16,19,0,31,100,49,97,100,91,51,9,0,0,70,51,0,62,65,71,71,75,98,20,51,0,5,30,51,68,77,99,"Wendi's favorite gelato flavor is sea salt caramel",0,25,"male","|Exp1B.1|Exp1B.5|Exp1B.4|Exp1B.3|Exp1B.7|Exp1B.6|Exp1B.2","|Exp2B.4|Exp2B.3|Exp2B.1|Exp2B.2|Exp2B.5","|Exp3B.7|Exp3B.6|Exp3B.4|Exp3B.2|Exp3B.5|Exp3B.3|Exp3B.1","|Exp4B.1|Exp4B.6|Exp4B.3|Exp4B.7|Exp4B.5|Exp4B.2|Exp4B.4",2,"B",467,"adults",NA,NA
"101","101","deeper","deeper","deeper","No!","No!","to find which cliffs wendy likes",71,51,0,100,100,26,28,0,0,0,72,51,0,0,0,0,0,34,100,49,0,0,0,51,100,100,100,71,51,0,100,99,100,100,100,100,0,51,0,0,28,24,20,100,0,"Wendi's favorite gelato flavor is sea salt caramel",0,59,"female","|Exp1B.1|Exp1B.2|Exp1B.5|Exp1B.4|Exp1B.3|Exp1B.6|Exp1B.7","|Exp2B.4|Exp2B.2|Exp2B.1|Exp2B.5|Exp2B.3","|Exp3B.1|Exp3B.5|Exp3B.7|Exp3B.2|Exp3B.4|Exp3B.6|Exp3B.3","|Exp4B.4|Exp4B.2|Exp4B.1|Exp4B.5|Exp4B.6|Exp4B.7|Exp4B.3",1,"B",905,"adults",NA,NA
"102","102","deeper","deeper","deeper","No!","No!","to decide if Wendi wants to jump a certain cliff",30,51,100,0,21,47,59,64,87,90,49,56,81,72,86,100,100,32,100,51,0,20,18,51,73,75,73,31,51,100,35,34,29,39,18,100,27,50,100,91,64,50,29,13,0,"Wendi's favorite gelato flavor is sea salt caramel",0,45,"male","|Exp1A.1|Exp1A.5|Exp1A.4|Exp1A.7|Exp1A.2|Exp1A.6|Exp1A.3","|Exp2A.1|Exp2A.3|Exp2A.2|Exp2A.5|Exp2A.4","|Exp3A.2|Exp3A.1|Exp3A.3|Exp3A.7|Exp3A.5|Exp3A.6|Exp3A.4","|Exp4A.7|Exp4A.6|Exp4A.3|Exp4A.5|Exp4A.1|Exp4A.4|Exp4A.2",2,"A",444,"adults",NA,NA
"103","103","deeper","deeper","deeper","No!","No!","to learn what she likes and doesnt like",71,50,9,86,71,73,76,69,83,59,51,29,31,19,18,4,9,31,92,51,97,78,68,51,27,21,11,70,51,9,77,63,75,81,78,94,4,51,0,11,19,50,64,79,93,"Wendi's favorite gelato flavor is sea salt caramel",0,36,"female","|Exp1B.2|Exp1B.3|Exp1B.4|Exp1B.7|Exp1B.5|Exp1B.1|Exp1B.6","|Exp2B.3|Exp2B.4|Exp2B.5|Exp2B.2|Exp2B.1","|Exp3B.4|Exp3B.7|Exp3B.3|Exp3B.2|Exp3B.6|Exp3B.1|Exp3B.5","|Exp4B.7|Exp4B.2|Exp4B.5|Exp4B.1|Exp4B.3|Exp4B.6|Exp4B.4",3,"B",737,"adults",NA,NA
"104","104","deeper","deeper","deeper","No!","No!","find what wendi likes and which cliff she need to jump from",71,51,4,51,51,51,51,48,51,49,30,28,20,7,10,10,2,31,92,51,85,68,69,51,31,32,32,71,49,0,59,65,10,60,51,94,7,51,94,36,33,51,65,64,95,"Wendi's favorite gelato flavor is sea salt caramel",0,38,"male","|Exp1B.2|Exp1B.7|Exp1B.1|Exp1B.4|Exp1B.5|Exp1B.6|Exp1B.3","|Exp2B.3|Exp2B.5|Exp2B.2|Exp2B.4|Exp2B.1","|Exp3B.1|Exp3B.2|Exp3B.6|Exp3B.4|Exp3B.7|Exp3B.3|Exp3B.5","|Exp4B.7|Exp4B.4|Exp4B.6|Exp4B.1|Exp4B.2|Exp4B.5|Exp4B.3",2,"B",814,"adults",NA,NA
"105","105","deeper","deeper","deeper","No!","No!","to find out which objects wendi likes",30,51,92,30,50,50,71,71,92,91,50,72,70,90,91,92,100,31,100,50,0,14,32,52,71,71,70,30,51,91,39,36,29,29,30,100,0,53,95,78,64,22,36,9,0,"Wendi's favorite gelato flavor is sea salt caramel",0,30,"male","|Exp1A.3|Exp1A.7|Exp1A.1|Exp1A.6|Exp1A.2|Exp1A.5|Exp1A.4","|Exp2A.5|Exp2A.2|Exp2A.3|Exp2A.4|Exp2A.1","|Exp3A.1|Exp3A.3|Exp3A.6|Exp3A.3|Exp3A.1|Exp3A.6|Exp3A.2|Exp3A.3|Exp3A.5|Exp3A.4|Exp3A.6|Exp3A.7|Exp3A.1","|Exp4A.1|Exp4A.3|Exp4A.5|Exp4A.2|Exp4A.7|Exp4A.6|Exp4A.4",1,"A",789,"adults",NA,NA
"106","106","deeper","deeper","deeper","No!","No!","to decide which cliffs wendi will jump",71,51,7,93,69,72,53,NA,36,32,37,28,56,43,27,32,26,34,88,51,88,79,67,51,31,23,13,69,51,9,29,72,36,70,41,95,21,51,7,18,31,46,66,85,95,"Wendi's favorite gelato flavor is sea salt caramel",0,44,"female","|Exp1B.1|Exp1B.7|Exp1B.4|Exp1B.6|Exp1B.2|Exp1B.3|Exp1B.5","|Exp2B.2|Exp2B.3|Exp2B.5|Exp2B.4|Exp2B.1","|Exp3B.6|Exp3B.3|Exp3B.7|Exp3B.1|Exp3B.4|Exp3B.2|Exp3B.5","|Exp4B.2|Exp4B.1|Exp4B.5|Exp4B.7|Exp4B.3|Exp4B.6|Exp4B.4",3,"B",1180,"adults",NA,NA
"107","107","deeper","deeper","deeper","No!","No!","To find out what cliffs Wendy will jump and what objects she likes",30,50,100,50,35,0,32,12,11,18,86,91,80,81,91,92,82,32,100,50,0,0,0,50,100,83,91,30,50,100,43,35,38,24,19,100,27,51,100,83,52,50,20,0,0,"Wendi's favorite gelato flavor is sea salt caramel",0,26,"male","|Exp1A.7|Exp1A.4|Exp1A.6|Exp1A.1|Exp1A.3|Exp1A.5|Exp1A.2","|Exp2A.2|Exp2A.1|Exp2A.4|Exp2A.5|Exp2A.3","|Exp3A.3|Exp3A.6|Exp3A.5|Exp3A.7|Exp3A.1|Exp3A.4|Exp3A.2|Exp3A.4|Exp3A.1|Exp3A.7|Exp3A.1|Exp3A.4|Exp3A.2|Exp3A.2|Exp3A.4|Exp3A.1|Exp3A.4|Exp3A.2","|Exp4A.3|Exp4A.7|Exp4A.1|Exp4A.4|Exp4A.5|Exp4A.6|Exp4A.2",3,"A",481,"adults",NA,NA
"108","108","deeper","deeper","deeper","No!","No!","guess what wendi likes more based on her actions",72,51,0,51,52,51,51,51,51,51,51,28,39,37,19,23,21,29,94,51,100,100,100,31,27,26,28,71,51,0,71,71,73,71,72,100,21,51,0,6,17,51,67,75,100,"Wendi's favorite gelato flavor is sea salt caramel",0,34,"female","|Exp1B.1|Exp1B.3|Exp1B.2|Exp1B.7|Exp1B.6|Exp1B.5|Exp1B.4","|Exp2B.2|Exp2B.4|Exp2B.1|Exp2B.3|Exp2B.1|Exp2B.3|Exp2B.5","|Exp3B.7|Exp3B.4|Exp3B.6|Exp3B.5|Exp3B.3|Exp3B.1|Exp3B.2","|Exp4B.2|Exp4B.5|Exp4B.1|Exp4B.3|Exp4B.7|Exp4B.4|Exp4B.6",2,"B",305,"adults",NA,NA
"109","109","deeper","deeper","deeper","No!","No!",NA,67,51,0,100,70,51,53,29,42,27,51,51,36,36,0,20,0,33,100,51,66,68,69,51,29,35,36,0,70,51,100,100,100,100,100,100,21,51,0,37,37,36,51,51,100,NA,NA,NA,"Male",NA,NA,NA,NA,3,"B",NA,"kids",84.87096774,7
"110","110","deeper","deeper","deeper","No!","No!",NA,29,51,100,31,45,70,92,62,100,86,39,44,100,98,86,100,100,35,100,51,0,0,41,51,57,59,56,30,51,100,57,61,58,56,56,100,18,51,100,75,39,51,26,28,0,NA,NA,NA,"Female",NA,NA,NA,NA,1,"A",NA,"kids",86.80645161,7
"111","111","deeper","deeper","deeper","No!","No!",NA,73,51,7,50,70,27,51,0,23,28,29,0,0,0,0,0,0,31,100,51,69,81,69,38,51,51,0,0,70,50,51,69,100,70,51,100,28,50,0,0,5,63,70,72,88,NA,NA,NA,"Male",NA,NA,NA,NA,3,"B",NA,"kids",74.51612903,6
"112","112","deeper","deeper","deeper","No!","No!",NA,30,53,100,28,32,51,51,64,41,82,51,82,100,74,70,83,100,30,99,51,0,0,3,53,100,100,100,34,52,100,61,53,48,87,81,100,24,49,52,51,59,51,69,100,100,NA,NA,NA,"Male",NA,NA,NA,NA,1,"A",NA,"kids",75.19354839,6
"113","113","deeper","deeper","deeper","No!","No!",NA,35,51,100,1,51,26,33,51,33,72,0,59,17,74,100,52,100,24,100,51,100,51,75,16,0,82,99,24,55,100,32,71,66,51,34,100,29,50,100,100,100,100,100,100,100,NA,NA,NA,"Female",NA,NA,NA,NA,1,"A",NA,"kids",75.70967742,6
"114","114","deeper","deeper","deeper","No!","No!",NA,38,51,100,41,33,51,73,71,100,51,52,70,74,100,100,100,73,31,100,51,0,2,0,97,100,100,100,25,52,100,60,53,32,51,67,100,23,52,80,65,23,79,94,98,96,NA,NA,NA,"Female",NA,NA,NA,NA,1,"A",NA,"kids",91.70967742,7
"115","115","deeper","deeper","deeper","No!","No!",NA,30,52,100,6,0,7,3,3,9,0,98,92,94,94,100,93,100,30,100,50,0,0,0,100,100,98,100,39,48,100,8,95,92,28,93,100,25,53,100,100,100,100,100,100,100,NA,NA,NA,"Female",NA,NA,NA,NA,3,"A",NA,"kids",75.06451613,6
"116","116","deeper","deeper","deeper","No!","No!",NA,28,51,100,0,51,0,40,61,30,61,34,100,41,41,70,74,100,32,100,51,0,0,31,51,63,70,76,28,51,100,36,41,51,24,18,100,24,51,100,37,36,51,61,0,100,NA,NA,NA,"Female",NA,NA,NA,NA,2,"A",NA,"kids",86,7
"117","117","deeper","deeper","deeper","No!","No!",NA,69,51,0,100,100,100,100,71,0,28,28,28,28,31,27,0,0,36,100,51,100,67,63,59,30,100,0,0,67,51,99,74,100,71,100,100,8,51,0,8,10,36,82,67,100,NA,NA,NA,"Male",NA,NA,NA,NA,2,"B",NA,"kids",80.81423804,6
"118","118","deeper","deeper","deeper","No!","No!",NA,60,50,0,100,72,51,72,100,71,51,0,29,1,28,28,51,0,39,94,51,98,100,72,51,31,33,30,0,67,51,47,51,28,28,33,100,18,51,22,49,0,1,51,97,98,NA,NA,NA,"Female",NA,NA,NA,NA,2,"B",NA,"kids",89.10344828,7
"119","119","deeper","deeper","deeper","No!","No!",NA,40,50,100,40,32,62,64,70,82,70,100,65,100,88,100,100,100,38,100,49,0,0,0,50,100,100,100,39,51,100,51,50,50,50,51,100,24,51,100,41,51,50,29,30,49,NA,NA,NA,"Female",NA,NA,NA,NA,2,"A",NA,"kids",87.10344828,7
"120","120","deeper","deeper","deeper","No!","No!",NA,63,51,0,100,52,53,38,61,0,0,8,1,31,0,0,0,0,38,100,51,100,100,100,52,51,1,0,100,62,51,29,56,51,47,65,100,23,53,0,0,100,51,51,100,100,NA,NA,NA,"Male",NA,NA,NA,NA,1,"B",NA,"kids",72.24137931,6
"121","121","deeper","deeper","deeper","No!","No!",NA,62,51,0,68,57,59,63,58,52,43,43,43,32,37,25,0,0,31,100,51,100,71,70,51,33,34,33,0,68,51,56,51,51,51,60,100,6,51,0,0,23,36,51,51,93,NA,NA,NA,"Female",NA,NA,NA,NA,2,"B",NA,"kids",91.68965517,7
"122","122","deeper","deeper","deeper","No!","No!",NA,28,49,100,24,35,55,59,66,60,80,39,38,61,66,79,71,88,29,100,51,0,28,34,51,72,80,77,29,51,100,55,59,56,72,77,100,14,51,100,60,57,51,3,87,100,NA,NA,NA,"Male",NA,NA,NA,NA,2,"A",NA,"kids",84.4137931,7
"123","123","deeper","deeper","deeper","No!","No!",NA,63,51,0,44,58,42,39,46,58,57,53,48,40,35,22,17,0,36,100,51,63,59,58,58,45,45,46,100,64,50,59,58,53,53,56,100,21,51,0,8,7,51,65,80,100,NA,NA,NA,"Female",NA,NA,NA,NA,1,"B",NA,"kids",89.95216908,7
"124","124","deeper","deeper","deeper","No!","No!",NA,30,51,100,31,47,51,60,62,61,70,40,86,56,52,72,82,72,34,100,51,0,0,31,51,70,69,100,34,51,100,43,61,61,60,65,100,22,51,52,38,44,48,45,48,100,NA,NA,NA,"Female",NA,NA,NA,NA,3,"A",NA,"kids",92.03448276,7
"125","125","deeper","deeper","deeper","No!","No!",NA,28,51,100,0,51,28,27,51,73,53,51,74,86,72,80,100,99,29,96,51,0,17,31,0,72,81,17,33,51,89,0,50,29,29,51,100,27,51,80,67,52,51,21,37,0,NA,NA,NA,"Male",NA,NA,NA,NA,3,"A",NA,"kids",87.9243604,7
"126","126","deeper","deeper","deeper","No!","No!",NA,35,51,100,38,17,72,41,83,61,74,100,74,86,82,100,100,100,39,100,51,59,42,41,61,61,55,100,37,51,100,61,100,61,73,84,100,28,51,78,51,42,42,4,38,0,NA,NA,NA,"Female",NA,NA,NA,NA,3,"A",NA,"kids",75.96329255,6
"127","127","deeper","deeper","deeper","No!","No!",NA,36,51,100,13,22,18,34,30,42,64,10,19,12,56,39,70,81,31,100,51,0,22,24,51,51,75,75,29,51,100,38,43,60,59,44,100,20,51,100,43,23,21,38,6,0,NA,NA,NA,"Male",NA,NA,NA,NA,3,"A",NA,"kids",83.62068966,6
"128","128","deeper","deeper","deeper","No!","No!",NA,63,51,10,68,72,58,57,48,46,26,70,67,60,51,9,22,13,30,100,51,100,75,77,51,22,12,24,0,71,49,51,43,20,36,22,100,26,51,29,20,34,67,55,64,81,NA,NA,NA,"Female",NA,NA,NA,NA,3,"B",NA,"kids",80.96551724,6
"129","129","deeper","deeper","deeper","No!","No!",NA,31,51,100,42,41,67,62,73,64,66,58,43,75,76,83,92,100,37,100,51,29,27,35,50,70,68,72,32,51,100,29,28,38,39,31,100,30,51,75,80,70,43,67,46,64,NA,NA,NA,"Female",NA,NA,NA,NA,1,"A",NA,"kids",92.4416018,7
"130","130","deeper","deeper","deeper","No!","No!",NA,31,50,100,0,68,0,33,33,100,92,48,99,70,51,69,100,100,24,97,49,0,0,30,49,71,69,73,29,50,100,23,68,51,88,69,100,26,51,0,49,38,51,65,100,100,NA,NA,NA,"Female",NA,NA,NA,NA,2,"A",NA,"kids",93.2602892,7
"131","131","deeper","deeper","deeper","No!","No!",NA,71,51,0,38,51,70,71,100,71,100,30,28,29,0,9,27,0,34,100,51,100,100,100,50,0,0,0,71,51,0,92,51,72,71,70,100,28,51,0,21,36,58,65,83,100,NA,NA,NA,"Male",NA,NA,NA,NA,2,"B",NA,"kids",88.2925473,7
"132","132","deeper","deeper","deeper","No!","No!",NA,23,51,100,13,2,61,72,72,73,88,51,24,71,82,85,98,100,31,100,51,75,33,71,32,32,72,71,29,51,100,51,8,19,30,72,100,28,51,100,65,44,27,37,4,0,NA,NA,NA,"Female",NA,NA,NA,NA,1,"A",NA,"kids",93.2536151,7
"133","133","deeper","deeper","deeper","No!","No!",NA,39,51,100,28,25,32,10,36,42,18,100,83,86,94,86,100,85,29,100,50,69,30,34,49,69,71,33,29,51,100,69,30,19,23,64,100,21,52,0,21,36,100,100,79,79,NA,NA,NA,"Female",NA,NA,NA,NA,2,"A",NA,"kids",80.8774194,6
"134","134","deeper","deeper","deeper","No!","No!",NA,69,51,0,72,67,61,57,44,35,30,100,51,39,42,33,28,0,39,100,51,78,100,64,51,41,36,0,69,50,0,51,52,51,51,50,100,20,51,0,5,21,51,66,81,100,NA,NA,NA,"Female",NA,NA,NA,NA,2,"B",NA,"kids",87.4903226,7
"135","135","deeper","deeper","deeper","No!","No!",NA,31,51,100,0,28,100,100,72,100,71,9,29,100,100,100,100,100,32,100,51,0,0,0,52,100,100,100,30,51,100,31,7,70,51,30,100,18,51,20,0,21,51,35,64,51,NA,NA,NA,"Female",NA,NA,NA,NA,2,"A",NA,"kids",87.6967742,7
"136","136","deeper","deeper","deeper","No!","No!",NA,71,50,0,100,73,72,84,31,21,32,61,85,42,53,0,0,17,36,100,51,100,100,100,0,0,0,0,71,51,0,0,0,0,0,0,100,25,51,0,0,20,51,51,100,100,NA,NA,NA,"Male",NA,NA,NA,NA,2,"B",NA,"kids",80.4666667,6
"137","137","deeper","deeper","deeper","No!","No!",NA,70,50,0,100,51,69,46,50,25,29,71,52,52,26,0,0,0,33,100,51,100,100,100,100,1,100,100,68,51,0,51,50,100,51,46,100,19,51,2,1,2,52,6,23,100,NA,NA,NA,"Male",NA,NA,NA,NA,1,"B",NA,"kids",77.2666667,6
"138","138","deeper","deeper","deeper","No!","No!",NA,77,53,6,100,74,53,52,52,60,50,73,51,51,30,54,28,6,34,100,49,100,72,100,51,51,2,0,73,53,0,71,90,73,74,54,99,18,51,97,98,68,52,37,0,0,NA,NA,NA,"Male",NA,NA,NA,NA,3,"B",NA,"kids",77.2666667,6
"139","139","deeper","deeper","deeper","No!","No!",NA,73,49,0,100,78,46,45,28,10,30,27,48,40,26,0,0,0,32,100,51,70,69,69,49,33,32,29,75,53,0,28,70,31,100,72,100,26,50,0,80,100,0,0,0,63,NA,NA,NA,"Female",NA,NA,NA,NA,1,"B",NA,"kids",76,6
"140","140","deeper","deeper","deeper","No!","No!",NA,74,50,0,62,42,30,24,19,0,0,51,33,8,7,0,0,0,31,100,51,100,77,69,51,35,31,17,70,52,1,40,61,57,61,39,99,27,52,13,0,9,1,66,73,72,NA,NA,NA,"Female",NA,NA,NA,NA,3,"B",NA,"kids",89.5,7
"141","141","deeper","deeper","deeper","No!","No!",NA,72,51,0,71,50,71,50,28,29,30,31,51,51,29,28,28,29,33,89,50,90,69,68,51,32,31,32,72,51,8,71,51,72,71,71,100,21,51,0,21,24,51,51,80,100,NA,NA,NA,"Female",NA,NA,NA,NA,1,"B",NA,"kids",81.7,6
"142","142","deeper","deeper","deeper","No!","No!",NA,72,51,0,51,45,44,42,34,30,33,30,37,19,0,69,0,0,35,100,50,100,68,68,51,32,20,34,65,50,0,72,71,69,70,100,100,17,50,0,36,23,22,34,36,79,NA,NA,NA,"Female",NA,NA,NA,NA,1,"B",NA,"kids",93.9268817,7
"143","143","deeper","deeper","deeper","No!","No!",NA,67,50,0,100,100,49,100,100,61,100,72,66,0,0,0,65,0,35,100,51,100,100,100,0,0,0,0,67,51,0,100,51,100,66,66,100,28,51,0,0,19,23,36,100,100,NA,NA,NA,"Female",NA,NA,NA,NA,3,"B",NA,"kids",79.6333333,6
"144","144","deeper","deeper","deeper","No!","No!",NA,31,51,100,21,50,50,65,71,61,82,51,100,100,100,100,100,100,32,100,51,51,0,0,51,51,100,100,30,51,100,35,0,33,13,19,100,28,49,100,51,34,21,36,0,0,NA,NA,NA,"Female",NA,NA,NA,NA,3,"A",NA,"kids",84.8967742,7
